food_name,image_url
Lasanha massa fresca crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9Mc1IZFQEigKV2u9GHDFyLuhKro32Y2zQnl848-2rxPetuo6XQwbiZIVk_Po&s
Macarrão instantâneo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREqoaZQf0cgCQ8SaoLUKqktphBJHhE-g130ytpC_F0f0rq1bbV8dDpbnKhPQ&s
Macarrão trigo cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8xgRUvIJD_DWZPpa224totoZ0fNWkjsiYsqW5MHSlZbG9SCENOVc7ARzaNuI&s
Macarrão trigo cru com ovos,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe8k0hPO5XEH4RtG6D8yVRL73tqZIF_rj8kTuICpdF0fh5sMFvWULaoBRV&s
Milho amido cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgVk3yA_NTvwX_NmTga7hF7y1Lis7nHD5m1OEokO1aiXMrugd48ZETL8pVN1Q&s
Milho fubá cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3DCFss8JlEibEjk3xYhnpea1yxYedz0Nxea141Gs8nZGbtYocaU8ns2klCxs&s
Milho verde cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrlHyclrUjsSZMGPCMyZzF_EKx_ub8dX00sJ5wV4s2CSU9rylXjKZvIJqNeS8&s
Milho verde enlatado drenado,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdqu-ZNd2fBjm065s_uqmAztnJo1XlYnrC0jhaVYamfLXbrsm42eB38nyCiw&s
Mingau tradicional pó,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEW4pVGLwiGvTqx9KNYPOMld6WPBxj5KHhzi5Y8m9slqYfZgDjl8nwNiAnHJs&s
Pamonha barra para cozimento pré-cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNGV0ul-CR77wFMx7w97OrgBk5qAyoGjloagqIIDTpt611gT8VXxeolLINKCg&s
Pão aveia forma,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrFEhVJDgQqePwuUkk3pbOkmBzS_FmkZ2rulPGCB6bDVqNAaGzc88qj1DkFw&s
Pão de soja,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSb4Ct_gXl_joIachUeLntCqth-0fy50aWW4DBSiSNXU8zfG2xHcg5pAzzK5g&s
Pão glúten forma,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkrzxsjDKQ94kWmS_qTqmlV1DFa6qmifZu4ysoE8GoVNBOkH6TrfUuJwk3HGo&s
Pão milho forma,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQND834DD-pQ1YyHgCbLzx7R3JCUH1ywPHdpYbXaGajS1MaEecmqIl7tt4Z4Xo&s
Pão trigo forma integral,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5BXAT6J4wif-PY4EurrOnxXQrSRMHn-Qo7WJ-6hzy2MrULr0NpcDPGyacOA&s
Pão trigo francês,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVqWIUNcV4G0zCjhGp0jpTRBIrIAB-ENvclVeao0zpDEcqnfz0ghWdvSP0iw&s
Pão trigo sovado,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvA355WmgVTi7Wki1zQbuX-DEMRLSL3rUDczybKqyhNaxA_HXx0-vudefK7Lg&s
Pastel de carne cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmfePq_-kizj3uDed6IRfLhJXp9w6gia0cyD5XpDWR-eCFeF39PGjusQ2ybPc&s
Pastel de carne frito,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvgnvuas2iGzo2icPQq0d9S7ZR6gdcrE7vEPmV2VEYW606PWN_fx-gjGbPtUs&s
Pastel de queijo cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQz0fYkSPSHTEzaazKnHltxts6Dr3aBLzb5GCdU3UVSMimG-0hGsc0Wk1c1tZg&s
Pastel de queijo frito,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQz0fYkSPSHTEzaazKnHltxts6Dr3aBLzb5GCdU3UVSMimG-0hGsc0Wk1c1tZg&s
Pastel massa crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDNSESeR1K2ePRbFef0etZtT1_0ys3tLclMHzf9E8CqukN9u9jk01IF9E0aA&s
Pastel massa frita,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUXRJMO2x2SFDbrxzgWeuAb0MFWWI7-xx1BMsm7wD8Tk5FDFglMHinpP8NDg&s
Pipoca com óleo de soja sem sal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTK4aVNWOYza-X0ZVD8PQ5NwOunmoZ88o7VDpfkT8SvKoxVGF0b_kjfvOTbQ&s
Polenta pré-cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTU4LznEqi-pkIwSBDKVN1vgYq9WwufxqFIyWr3-u9XuoVor8pgixqnSH7F_n4&s
Torrada pão francês,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4WGdy4lLeILqmBtMGY3UKHvD3ILHD8a-1aPpd_SEp6_nQ7lG59XTQHot3EA&s
Abóbora cabotian cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlJCzlildM4jsKbAe84cDVwovnEXy7pXXXNG65pqbSiJ8lole__5qjZ5TfhQ&s
Abóbora cabotian crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8o2MLzITOctdi15965MBDfyAA_hyQ_j8L2czjCjAauHyn0z_rFmDKoGIVDCA&s
Abóbora menina brasileira crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9iHhJDXIh56QAk4ZngnalT0sw5icPRrLxf2kU0kyYmOQ81vQdG047YAsGow&s
Abóbora moranga crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQP8YR9m5BqR8hPuNuLHEA7YrxZo_kqEm8CvsiE-0d5IwBIgE0HthCIochW4Ls&s
Abóbora moranga refogada,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8TGHpw0oShO0TskY5fzRqMFr2EZlfa953O_uNVRxR99cQi93lKmSSxe0aHw&s
Abobora pescoço crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQH9u99UcyP69u2j4I99opZal7zoR6vtNxX1qHddQITQBDBDxPIhsJcjhB2urA&s
Abobrinha italiana cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAByxEMDLlB_dWBllF6N8kX55yhYCiwaSQ26ejEGUVxy3C5sEUeRB2eonw7w&s
Abobrinha italiana crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSICP-637tWFZEVHXhTMj96YSmOcprgDbwdZBgXnBkYCIBprDaY8OTXJ_X1YFM&s
Abobrinha italiana refogada,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4wffya8m4jWLS0x_cz3ZnZzPV9YX4juSJGkMfYPRgQ-cVGEeB8PwY1ncs7zw&s
Abobrinha paulista crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmmgaXmtW1o0BidLOS9-nZpdwDp7by9y5bX2coXOdHf83ALgdd-5pueLQFuQ&s
Acelga crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFnriE37WjZLc5uvQzKkYKFTQSngsycohc67CPUsYpIfwJ0Mo5rZ8RSpI3nE4&s
Agrião cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkHocFDym3ACbagCe0hKpJ9F1steEZkNWl1dFAU7sumcva650t4ZimimlBn9w&s
Aipo cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDs_Lmg8y2FVG4s5eY0HI0sulxoDKmBCwyUjg_GdNM2sPepNrJFn6i_yIICJo&s
Alface americana crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlw-SVyq_kshP6ooic7Zlgu9DxcomAHUDUQ4iOiSMKm_xXjMn18ICaNABg1jI&s
Alface crespa crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlw-SVyq_kshP6ooic7Zlgu9DxcomAHUDUQ4iOiSMKm_xXjMn18ICaNABg1jI&s
Alface lisa crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlw-SVyq_kshP6ooic7Zlgu9DxcomAHUDUQ4iOiSMKm_xXjMn18ICaNABg1jI&s
Alface roxa crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8kgR4Je6zena4evrE37dl_FG1IGiT5U-UZWIIext6JYKcVncnFTj4u2x_sQ&s
Alfavaca crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM0EwpKrL4ajeKk8IEWIMJ9_XEn34fSdcxOI2o6Lmd59y0jQCmrUEUoBrw384&s
Alho cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzEh-tiSlRzXuTgPxyFyM7A64X2f2Ti_9zdouatrM6UN7EpSPJLtxufMJrtV0&s
Alho-poró cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7CJcdWW77LfU4xWHMUlbVYYiNSgrRPSqFkyku3Y4R8RQDWHE9tgycM0m5Gg&s
Almeirão cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiZvgguLd9QZDtASqxg7BGssJH_pNC7bZ9zwehPRH6kEX58XlnJLpzJQFcxwc&s
Almeirão refogado,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3Emo8adkHewvavw8jtk1BlkexKgORmC7wFyvPV3zaKsY0R5bFw3kFZZ8l3A&s
Batata baroa cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIe48wmkBJSfFvBHl0lGGJKCLKqOrcnHJgDBrUXOyuJ9qYRz6xTZcJt2PgFsA&s
Batata baroa crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwL-ZAjkDQfvCG62C8ltjlJJlKtQ7Wq0NOYnZXyCwDd277OacWN8Fj9fAHrw&s
Batata doce cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfHr4_uUCBBYmltv9oeWhRrNKeBagIj__b8rbhM35bOl2dwIEtdlspml5igYo&s
Batata doce crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS82s1EHqPyiSiSUHr6e7a6rIs-miPEUcf0zLGhjcWvMsltcFwCSAfAx-aSAA&s
Batata frita tipo chips industrializada,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJdguzsODn8gHGd_Ky_CO3u5jZq10iVyy4-i0w3lFnvbk49pqiGJJzlLqCwv8&s
Batata inglesa cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMRWVZRGqw3tLY9MGtym0rkhfa4Ni5mAkZ-XBn62Ch51YxrMTNTqOFoCJrDw&s
Batata inglesa crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9pcZnd3OwL1L2X_cZXgF__dMTrBPEdgUx6a8Uds6FznNxcgT4SgrrzElK2uI&s
Batata inglesa frita,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnD6v4CNoG41d7gKM3cAHsdDfQz8PUjmYiwEKMj5P8g2IGdgx8TwbORtQr9g&s
Batata inglesa sauté,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmHIVIvpSVDCaB9nLKr0p3WNzfLm_G49YoIyD-bHZtff3T0BLd-e6PXjjJtaA&s
Berinjela cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTT3zeyoDU43YVY_G44HHY5iTXNem4jTYzHXWSxLqed45lt3fBg-eDKqt7OVLA&s
Berinjela crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOd0CZprdHt5yfMEfMHOdGzKTfZ0QeaR9-bzrClfwUXMZTA5TYLJTblvy3yw&s
Beterraba cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNbvjTi-7f_OxvWo7u5rh3NhgqGJREk6_r5fEdUAHdvGrYuNhixh9ylM28_5k&s
Beterraba crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRvX8Orc16brw1sKpBhW0ul7vchpR5Vv8nwIVmtDxu6v2KoLrf_1BtvC0FJNg&s
Biscoito polvilho doce,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR646dhDpnchkQppgoTdCImYqOQUOUjciB9LUzGBC_MglmZUQuFTBryc0xMMpc&s
Brócolis cozido,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvwd1pQaqzV-IRWNh5m_GhpAcsZTKJ63UljUw0rj4gqmVA4kdG9iOotG7ogQ&s
Brócolis cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqedWPvt1X84HLSFHePIsIbAUaoRQuVe3RI671hGtKAzmVa_IjiIaEq0oRD4M&s
Cará cozido,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTS7ymCbGZzN3bW5q5TYlIwshn7A-BZ6JXD0Yjw_sR94jLyc75Y3YrpOeLQXeg&s
Cará cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTS7ymCbGZzN3bW5q5TYlIwshn7A-BZ6JXD0Yjw_sR94jLyc75Y3YrpOeLQXeg&s
Caruru cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjZpqGHJ3gAlEnSm9kV3Pv_xGeFDWCz9Dtp_xf-To_ZDp7Evh67Vlx8hh7E0M&s
Catalonha crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ34UbJY3oZaAHESP0PGOBAwqzYflShbk9UYMYAS5EgBixf6E1ZtmCWbHvFW5Q&s
Catalonha refogada,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBkyiCOTthUasm9z3mLtD2YhC5OHFYxHtF5nV0T5JIgr0ceRtCN9BA3aMeMw&s
Cebola crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4c7K6Jmji4Sodhvw5ZnpiM6K7ZwRofzPvHQYA2Zy1P9QRnAwaEujEdJPa1lM&s
Cebolinha crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBL7iaI4aG3eq0d0ld9A29Td3lsqp-6hFsoIL0UMlrfOUdiXNFT09O14YdajA&s
Cenoura cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYzFWCmUxXwUoz7qcBkUleQ6Q6Vyu4YlxuATNtjBqyNwOFu5ndf8yo7TiK74E&s
Cenoura crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfzMqgv25MNXKKB1edXyT2b7YYwaXd4nOtOwOFlI0p3baXoWDvPABHblvPhA&s
Chicória crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmqV2MgJvU8PY8I6l5cBFOj3J-v2vXEPB_FKyMCdN1MJ_GOd_IcDXkvm7LDGQ&s
Chuchu cozido,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGb9WR_Kqo4Aiwlr3JzNqLdm-kX2bSACZ3G6tRt-0zyTFplSgGJe37M1KfPdo&s
Chuchu cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTE3MSrlB2EMFDmn4CW6ZOopY4u68qtspMvuCmS5ZTHDvnXgbpMSX9uyYEBpw&s
Coentro folhas desidratadas,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjZNUCLjMn8_w8IpgHIqUxd9peOKNf0M5jkrGfIJedp9-mTR3jsxQwSyLsgg&s
Couve manteiga crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYNSloEbMZ8Ld08E5JusglPpfKDYQxuuifkxCwAOMtRMrURlAoVOR5FK-krCM&s
Couve manteiga refogada,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTF-rdjiyg1qgHBgeGJEHi6_yEb7JpbVNAId9QGRlLc4WwCi7Pu4Fu6Ai4v2Ss&s
Couve-flor crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSN89e8nWKl7Mar-O_01b36Ll-gDw_tfA-8OBu9kdtMcZxlzt_Wv8K6DZeZ7A&s
Couve-flor cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeqW_g3NUS5BQB0iGQMCvBRn5vTNDJOsWcmWu5H32vJ-_wgBGqYebm8oe9KMU&s
Espinafre Nova Zelândia cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5nf2ZfW-rkHgPXVKivOc4FBux-LZNnkg-WQP4Peihc605rTW4jHnkQk4tSOE&s
Espinafre Nova Zelândia refogado,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCgNJ4_1LkaVG-QgCvnZAujz2F98PQ-IuMoEJankdJnNRksXEvbNkolCBd4GE&s
Farinha de mandioca crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVfwyw7ncktfYfKyr9rG8HJyFo1NkXI8Hm-XiX7U4pDcfJKJlZe-xxfLHRumo&s
Farinha de mandioca torrada,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVfwyw7ncktfYfKyr9rG8HJyFo1NkXI8Hm-XiX7U4pDcfJKJlZe-xxfLHRumo&s
Farinha de puba,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsejhRJY5LVdCFnxy_Cj_sqioU82FCxcSblQFJVxudF0TLcB3qTGCLTrfoQQ&s
Fécula de mandioca,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSscilBkRsyNMbm775vAtv8D5BKnIJBCtC0IRr7HQhqJ5dP7YJccqs9P6W3Zks&s
Feijão broto cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPJqLjQjm4GfQUwNXvQC_KbHYgMmx5ykPlO85c-WbXYcs6RX-i8XiMwWs02g&s
Inhame cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFu3J_oYWW7OZD7qY2euERXgVCvIrM52ubD2Lyl0eCPr7W-sgKqKysu36RSP4&s
Jiló cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK4F-ENwHYeWkpsXMwNDhAH-1iugycmrRFWv8CKRWWxNZP6n42_M-SV5-4nBQ&s
Jurubeba crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ1MF72ELuRAIsF7R-gobdk1Cvr1eaZ4rTsr_S-VAIC_TBPAGYhgsKfS8CT7k&s
Mandioca cozida,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfg6CgylEpJ8_wx5LZP43YE94OAuimUHf-ihRhm93QfW4cK3AoGibv5HL8i5g&s
Mandioca crua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRHWU3GEp9m8l7qozOz34RqwspChheJ_lJie1J8bncw57ZgwEa9best5fflaY&s
Mandioca farofa temperada,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSibW7WLDBvM9lvwWp-BzasPubFaD-jQQU_s221kjGikk8ld1eArf-GWpYqPw&s
Mandioca frita,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_tFOQWEkEdmLebxAk_59NJzzTSDBnQCZLi5-tR8vDXaIPe7gBCE-hd2a-NQ&s
Manjericão cru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUtfVivQtXiCBIroWzt-kTxmtos7dBpjMOt7QoaNfDybAZfRJu6OpaUGrl7GM&s
